usuario_id,livro_id,data_emprestimo,data_devolucao,data_devolucao_real,status
1457,1244,2023-08-30,2023-12-15,,pendente
1629,120,2021-09-27,2024-04-03,2024-03-27,atrasado
1769,1382,2020-05-31,2024-10-13,2024-08-30,concluido
1539,1473,2023-07-21,2023-11-15,2024-04-25,concluido
1047,1783,2021-05-04,2024-10-19,2024-04-01,pendente
1044,1624,2020-11-26,2024-02-13,2024-06-21,pendente
1801,1502,2022-12-27,2024-07-30,,atrasado
420,393,2020-06-10,2024-04-03,,atrasado
700,959,2022-01-20,2024-09-12,,atrasado
1551,501,2022-12-28,2024-07-19,2024-03-19,atrasado
1323,612,2023-04-07,2023-12-01,2024-03-01,atrasado
706,1917,2021-12-17,2024-05-13,2024-08-31,atrasado
27,1378,2020-10-18,2024-06-08,2024-09-03,pendente
1565,165,2023-10-08,2023-11-28,,pendente
790,852,2021-07-18,2024-10-24,,concluido
1114,998,2023-10-27,2023-12-19,,concluido
877,128,2023-04-03,2024-08-24,2024-09-22,atrasado
1120,1065,2020-08-11,2024-03-03,2024-02-22,atrasado
1026,1716,2020-12-02,2024-06-30,2024-10-18,atrasado
1256,155,2022-02-17,2024-04-22,2024-05-06,pendente
1981,346,2022-02-11,2024-09-13,2024-08-12,pendente
1357,126,2023-10-08,2024-08-14,2024-04-30,atrasado
318,1181,2020-07-23,2024-05-12,2024-10-14,atrasado
283,728,2022-08-14,2024-06-27,2024-05-15,concluido
190,1841,2022-12-10,2024-09-20,2024-04-30,atrasado
1440,689,2022-07-05,2024-09-24,,atrasado
846,1436,2022-05-13,2024-06-07,2024-10-15,atrasado
1349,911,2020-09-07,2024-08-23,,atrasado
1173,1011,2022-11-19,2023-12-08,,atrasado
1934,388,2023-05-30,2023-11-19,,atrasado
444,1266,2022-01-11,2024-07-18,,concluido
712,741,2021-02-15,2024-05-25,,atrasado
1203,462,2023-02-16,2024-09-01,2024-07-04,concluido
412,1655,2021-12-19,2024-01-19,2024-02-22,concluido
1142,1303,2020-09-19,2024-01-09,2024-07-14,pendente
1654,1945,2020-10-24,2024-05-30,,atrasado
521,70,2021-06-20,2023-11-06,2024-09-18,atrasado
88,1312,2023-02-15,2024-03-29,,concluido
664,1005,2020-05-03,2024-02-28,2024-10-14,concluido
1603,593,2021-03-02,2024-07-22,,concluido
881,1746,2021-05-05,2024-07-12,,atrasado
790,185,2021-02-23,2024-09-19,2024-03-31,atrasado
1400,73,2020-03-05,2024-06-22,2024-01-26,pendente
1704,1717,2022-02-04,2024-06-04,2024-04-02,concluido
1757,84,2023-04-16,2024-07-24,2023-11-10,atrasado
1265,1605,2022-01-15,2024-06-27,2024-10-18,pendente
1210,967,2021-03-31,2024-08-17,2024-10-01,pendente
903,568,2023-06-07,2024-01-06,,concluido
1810,525,2021-01-16,2024-01-01,,concluido
1201,257,2023-01-07,2024-06-08,,pendente
532,228,2023-04-16,2023-11-28,2024-05-29,atrasado
893,56,2020-06-17,2023-11-24,2024-07-17,concluido
106,438,2021-05-25,2024-09-21,2024-05-08,concluido
421,1469,2023-06-18,2023-12-24,2024-04-28,pendente
651,1483,2022-07-23,2024-09-07,2024-08-09,concluido
1012,274,2020-12-16,2023-11-15,2024-09-28,pendente
421,100,2023-02-24,2024-04-21,,atrasado
1431,1109,2023-06-01,2023-12-16,,concluido
1579,1390,2022-12-07,2024-05-10,2024-07-29,atrasado
1483,828,2020-03-10,2024-10-24,2024-08-23,concluido
1762,1871,2020-08-28,2024-09-10,2024-03-22,atrasado
527,651,2021-07-06,2024-10-18,2024-03-05,pendente
726,648,2023-02-18,2023-11-07,,pendente
332,672,2023-03-16,2024-10-20,2024-05-13,concluido
1105,1348,2022-05-30,2024-01-17,,atrasado
463,1929,2023-03-21,2024-09-09,,atrasado
345,1090,2022-09-17,2024-06-15,2024-02-24,atrasado
184,1497,2020-08-16,2024-05-09,,atrasado
343,1282,2020-09-26,2023-12-14,2024-03-30,atrasado
251,1760,2021-01-31,2024-06-27,2024-08-03,concluido
930,1787,2022-11-28,2024-07-08,,atrasado
1776,459,2022-12-02,2024-04-27,2024-09-29,concluido
711,1244,2023-09-07,2023-12-26,,atrasado
1521,872,2022-09-04,2024-05-11,,pendente
1804,530,2021-02-09,2024-04-08,,atrasado
877,318,2022-10-15,2024-09-26,2024-04-27,atrasado
700,25,2021-04-19,2024-07-02,2024-03-15,concluido
447,1961,2020-08-16,2024-03-05,2023-12-17,pendente
1985,1885,2022-04-26,2024-07-06,2024-04-23,pendente
757,912,2020-01-10,2024-07-29,2024-01-12,pendente
1017,1578,2020-03-24,2024-10-14,2024-09-14,pendente
1663,1494,2020-05-27,2024-02-25,2024-06-22,pendente
1572,1161,2023-08-24,2024-05-09,,concluido
521,1394,2021-01-04,2024-05-12,,concluido
1591,541,2022-09-24,2024-09-06,2024-10-22,concluido
425,1477,2020-04-27,2024-04-03,,concluido
897,987,2023-01-18,2023-12-13,2024-02-18,pendente
1501,14,2020-10-24,2024-05-27,2023-11-02,concluido
594,1375,2020-02-09,2024-09-21,2024-04-01,pendente
94,1115,2022-10-14,2024-09-02,2024-01-06,concluido
591,83,2022-03-23,2024-04-28,2024-04-27,pendente
112,182,2021-12-16,2024-02-04,2023-11-15,pendente
1675,743,2020-03-31,2024-07-22,,concluido
638,521,2022-04-24,2024-04-12,,pendente
1836,220,2023-01-23,2024-05-27,,concluido
1196,674,2022-06-21,2024-08-21,,atrasado
1392,703,2021-06-23,2023-12-23,2024-08-03,pendente
105,1291,2023-03-11,2024-03-07,,atrasado
820,1037,2020-11-03,2024-10-25,2024-03-12,pendente
1676,126,2023-05-10,2024-10-09,,concluido
310,1244,2022-12-12,2024-09-18,2023-12-29,concluido
1501,491,2022-07-11,2024-09-19,,atrasado
676,590,2022-08-27,2024-05-22,,pendente
1143,95,2021-06-02,2024-05-17,2024-06-23,pendente
1219,17,2021-01-17,2024-09-23,2024-07-21,atrasado
1079,1546,2021-07-27,2024-03-29,,concluido
584,472,2022-02-15,2024-02-25,,pendente
179,261,2023-04-24,2024-08-31,,atrasado
1214,224,2021-07-10,2024-10-14,2024-03-21,concluido
1721,1104,2023-02-14,2024-09-18,2024-08-30,pendente
199,1490,2020-02-18,2024-09-08,,atrasado
1685,1362,2022-01-21,2024-10-01,2024-04-04,concluido
1935,153,2022-04-04,2024-02-03,2023-12-09,concluido
409,1837,2023-06-30,2023-12-11,2024-02-02,concluido
1162,825,2022-03-11,2023-11-15,,pendente
845,1440,2020-11-04,2024-07-17,,concluido
832,1084,2022-06-25,2024-01-30,2024-05-20,atrasado
1619,1059,2020-05-05,2023-12-25,2024-05-11,atrasado
204,875,2022-05-19,2024-08-24,,atrasado
316,1987,2022-08-14,2024-07-07,,pendente
719,68,2023-09-02,2024-09-12,2024-06-06,pendente
1517,134,2022-03-17,2024-09-06,2024-06-30,pendente
743,1314,2021-03-21,2024-04-25,2024-08-28,pendente
545,731,2023-01-31,2024-05-10,2023-12-17,pendente
919,766,2022-12-08,2024-03-25,,pendente
566,1060,2022-02-20,2024-06-05,2023-11-18,atrasado
1680,1588,2021-10-17,2023-12-28,,concluido
1338,624,2020-06-29,2024-03-06,2024-03-07,atrasado
1506,631,2022-01-14,2024-05-31,2024-07-27,atrasado
1063,1810,2020-03-26,2024-03-17,2024-08-31,pendente
1962,1684,2023-02-27,2023-11-18,2024-08-28,pendente
1753,1048,2023-10-03,2023-11-19,2024-04-13,pendente
136,1269,2020-05-17,2024-06-21,2024-03-19,concluido
1957,919,2022-08-30,2024-05-03,2024-10-07,concluido
1874,1635,2021-12-05,2024-03-08,,atrasado
519,67,2020-08-08,2024-02-27,,atrasado
617,837,2020-07-17,2024-01-08,,atrasado
730,1436,2020-02-09,2024-10-28,2024-03-17,pendente
1471,1152,2023-02-28,2024-09-29,2024-09-23,pendente
1619,681,2022-05-15,2024-03-29,,atrasado
1780,829,2023-07-16,2024-08-22,,atrasado
209,155,2023-08-20,2024-10-26,,concluido
820,1569,2020-09-14,2024-02-06,2024-03-22,concluido
951,626,2020-01-01,2024-04-15,,atrasado
799,1729,2021-05-07,2024-08-14,2024-06-18,pendente
876,209,2022-06-19,2024-10-13,,atrasado
1730,1102,2022-01-02,2024-03-03,,concluido
479,1635,2023-02-10,2024-05-03,,pendente
1259,736,2020-08-25,2024-05-22,2023-11-18,concluido
481,823,2020-06-27,2024-06-28,,pendente
284,443,2021-09-16,2024-06-04,2024-03-23,atrasado
1323,21,2020-06-13,2024-03-27,2024-06-21,concluido
1595,77,2023-01-02,2024-02-20,2023-11-17,pendente
524,603,2020-09-15,2024-06-09,2024-07-08,atrasado
527,236,2021-09-27,2023-11-24,,atrasado
410,271,2021-03-13,2023-11-17,2024-02-05,atrasado
735,1849,2020-05-31,2023-11-11,2024-03-28,concluido
684,523,2021-01-03,2023-11-11,2023-12-01,concluido
518,511,2022-07-21,2024-02-06,,atrasado
157,86,2021-02-06,2024-01-04,,concluido
1275,1816,2022-12-24,2024-07-13,,concluido
789,413,2023-08-03,2024-09-15,2024-05-10,atrasado
292,1425,2020-12-14,2024-10-02,,atrasado
1540,1731,2021-01-20,2024-02-04,,pendente
1726,70,2020-08-28,2024-10-29,2024-06-25,concluido
1803,40,2023-07-02,2023-12-02,,concluido
31,1271,2023-04-18,2024-03-10,2024-02-18,atrasado
75,1690,2021-11-23,2023-11-18,2024-05-21,concluido
1102,1455,2022-07-09,2024-08-18,,pendente
1974,1969,2020-10-09,2024-08-28,2024-02-29,concluido
232,1599,2023-03-07,2023-12-01,,pendente
214,1290,2020-09-21,2023-11-04,2024-02-20,pendente
741,921,2022-02-14,2024-05-05,,atrasado
369,414,2022-08-14,2024-01-29,,pendente
159,628,2020-06-10,2024-03-15,2023-11-21,concluido
719,189,2021-06-14,2024-08-30,,atrasado
522,1428,2021-05-31,2023-11-25,2024-09-23,pendente
1233,1044,2021-11-20,2024-04-02,2024-07-15,pendente
525,105,2022-01-28,2024-04-16,,pendente
1380,1096,2023-06-29,2024-02-19,2024-06-08,pendente
1573,682,2023-10-29,2024-05-10,2024-10-12,concluido
911,754,2021-12-08,2024-02-19,,pendente
570,1986,2022-04-17,2023-11-24,,pendente
356,1745,2023-07-04,2024-03-06,,pendente
1265,41,2023-08-20,2024-08-10,,atrasado
1425,1053,2023-01-25,2024-07-03,,atrasado
391,1854,2023-05-20,2024-08-11,,concluido
715,810,2022-03-28,2024-03-03,2024-02-19,concluido
1528,288,2020-03-01,2023-11-20,2024-07-01,concluido
539,811,2022-12-17,2024-10-28,,concluido
595,1929,2021-08-13,2023-12-18,2024-04-22,pendente
935,518,2021-09-09,2024-10-04,2024-08-09,pendente
1191,370,2021-08-31,2024-03-03,,pendente
20,1602,2021-11-20,2024-05-17,2024-01-02,atrasado
1251,190,2021-11-29,2024-09-23,2024-01-23,atrasado
176,264,2021-04-28,2024-09-02,,atrasado
531,1475,2020-10-19,2024-04-10,2024-07-26,atrasado
1291,1866,2020-08-04,2024-09-23,2024-07-05,pendente
682,1610,2020-07-07,2024-05-20,,concluido
850,1074,2020-11-24,2024-02-21,,concluido
1256,1761,2023-10-04,2024-07-12,,pendente
158,1969,2021-03-21,2024-02-15,,pendente
719,82,2020-08-17,2024-04-05,2024-01-09,atrasado
1166,187,2022-03-09,2024-09-29,2023-11-08,concluido
147,1858,2021-08-29,2024-04-07,,concluido
806,137,2020-08-22,2023-12-02,2024-03-25,atrasado
748,377,2020-01-21,2024-01-06,2024-09-27,atrasado
1401,23,2023-01-31,2024-03-10,,pendente
1740,1210,2020-06-13,2024-06-17,,pendente
552,1994,2020-06-27,2024-06-29,,atrasado
1793,365,2021-12-11,2024-03-22,2024-02-18,concluido
1442,1475,2021-12-24,2024-04-26,2024-03-28,pendente
337,965,2021-08-31,2023-11-19,2024-09-18,pendente
51,176,2023-10-01,2024-07-31,2024-03-28,atrasado
240,1375,2023-06-01,2024-03-08,,concluido
271,225,2021-04-20,2024-09-28,2024-05-30,atrasado
1149,575,2021-07-07,2024-01-30,2023-12-31,pendente
1730,476,2020-02-09,2024-02-24,2024-01-03,pendente
411,560,2021-05-20,2024-06-10,,concluido
621,1101,2023-02-26,2024-04-15,,pendente
485,1439,2022-01-25,2024-02-07,2024-05-03,atrasado
1710,989,2022-10-30,2024-05-10,,concluido
1329,1582,2023-10-11,2024-10-09,,pendente
614,1030,2022-10-14,2024-04-14,,atrasado
1249,1105,2022-12-24,2024-07-03,2024-04-25,concluido
1214,543,2022-06-18,2024-05-05,,pendente
1059,1562,2022-08-11,2024-01-18,,atrasado
1515,1625,2021-01-26,2024-06-22,2024-09-26,pendente
957,1881,2021-10-18,2024-04-19,2024-06-16,pendente
1908,1793,2022-06-02,2024-03-04,2024-03-30,atrasado
1272,169,2022-02-28,2024-06-29,2024-06-08,concluido
580,280,2021-08-14,2024-10-15,,concluido
176,1864,2022-01-21,2024-03-03,,atrasado
264,998,2021-06-01,2024-02-05,2024-03-16,concluido
968,1037,2023-09-09,2023-11-05,2024-02-04,pendente
911,1634,2020-02-04,2024-10-12,,atrasado
148,417,2023-03-06,2023-11-17,2024-01-18,pendente
1686,419,2022-05-12,2024-02-12,,atrasado
1097,1968,2023-09-13,2024-05-19,2024-07-20,concluido
1023,432,2020-12-06,2024-01-02,2024-01-31,pendente
249,1840,2022-12-16,2023-11-25,2023-11-02,atrasado
1003,999,2022-08-26,2024-10-30,,atrasado
1340,1566,2023-07-28,2023-11-17,,atrasado
586,858,2023-04-22,2024-09-14,2024-07-17,concluido
317,1662,2023-05-23,2024-02-19,,atrasado
915,1100,2021-08-16,2024-08-21,2024-06-26,concluido
123,197,2021-11-29,2024-03-19,,concluido
1683,1106,2022-04-24,2024-09-22,,concluido
1932,1114,2023-03-22,2024-08-23,,concluido
865,1729,2023-01-19,2024-07-04,,atrasado
1079,1633,2021-11-17,2024-07-15,,concluido
1468,1314,2023-04-07,2024-03-20,,atrasado
574,182,2023-05-11,2024-04-02,,atrasado
151,1231,2021-12-02,2024-08-23,2024-08-31,pendente
843,495,2021-01-20,2024-03-12,2024-07-14,atrasado
716,322,2020-05-05,2024-06-04,2024-01-31,pendente
729,624,2021-07-09,2024-10-03,2024-06-08,atrasado
1351,1998,2020-05-27,2024-06-03,,pendente
16,808,2021-02-04,2024-10-20,,pendente
66,396,2022-08-26,2023-12-08,,atrasado
570,1975,2020-10-05,2024-10-02,,pendente
271,1395,2023-04-24,2024-10-22,,atrasado
1761,1500,2020-06-05,2024-02-12,2024-06-03,atrasado
1918,553,2020-02-27,2024-01-04,,concluido
164,35,2023-04-18,2024-08-03,,concluido
522,1600,2020-08-18,2024-03-12,2024-02-11,pendente
1993,231,2021-09-05,2024-02-03,2024-06-15,concluido
1483,738,2022-02-20,2024-05-06,2023-11-12,pendente
553,1107,2021-01-21,2024-06-16,,pendente
745,742,2023-05-27,2024-03-24,2023-12-20,concluido
975,874,2022-11-15,2024-08-14,2024-08-21,concluido
1546,607,2022-04-14,2023-11-06,2023-12-24,atrasado
949,1867,2020-07-16,2024-10-22,,atrasado
508,1681,2023-01-17,2024-08-11,2024-07-14,atrasado
839,599,2022-09-27,2024-10-02,,atrasado
1073,1265,2020-04-13,2024-02-11,,atrasado
454,1497,2021-10-14,2024-07-03,,pendente
340,1158,2020-06-03,2023-11-13,2024-07-18,concluido
1744,1201,2022-01-25,2024-08-22,2024-01-11,concluido
1880,1982,2023-04-16,2024-04-13,2024-03-25,pendente
132,777,2023-08-07,2024-07-03,2023-12-23,atrasado
748,1433,2020-02-16,2024-01-23,,concluido
1245,385,2021-01-21,2024-03-21,,pendente
1356,1788,2023-04-05,2024-01-17,,pendente
315,1245,2023-09-30,2024-04-07,2024-10-02,concluido
954,142,2021-04-27,2024-10-13,,pendente
1397,1603,2021-04-10,2024-10-11,2023-11-29,pendente
170,1986,2021-05-05,2024-10-08,,atrasado
1616,1218,2022-12-07,2024-10-09,2024-03-21,atrasado
628,1566,2020-04-02,2024-06-07,2023-11-24,concluido
1710,876,2022-12-21,2024-05-26,2024-02-19,pendente
207,1328,2021-04-15,2024-06-11,,atrasado
772,1411,2020-09-21,2024-06-03,,concluido
1818,630,2020-03-19,2023-12-26,,atrasado
1354,1616,2023-04-14,2024-08-20,2024-02-17,pendente
1231,640,2021-12-10,2024-10-06,2024-05-03,concluido
813,1146,2020-07-30,2024-05-01,2024-08-29,atrasado
948,1290,2020-12-27,2024-07-07,,atrasado
1243,458,2023-05-23,2024-07-10,2023-11-09,pendente
1550,778,2021-01-03,2024-05-07,2024-04-03,pendente
1966,391,2022-05-31,2023-12-09,,pendente
617,480,2021-09-22,2024-05-07,,concluido
1531,260,2021-10-26,2024-02-12,,atrasado
557,1609,2020-03-02,2024-04-30,,pendente
390,838,2023-03-27,2023-11-23,,atrasado
628,30,2022-10-29,2024-02-14,2023-12-03,pendente
590,1270,2023-09-03,2024-06-10,,pendente
1411,623,2023-06-24,2024-02-03,,concluido
221,1669,2020-11-19,2024-07-15,2024-04-15,pendente
1771,1195,2023-02-13,2024-02-18,,pendente
1304,1436,2023-04-25,2024-06-05,,atrasado
429,1647,2023-02-04,2024-03-31,,pendente
704,1421,2020-10-26,2024-05-26,2024-07-22,pendente
48,694,2022-11-30,2024-01-08,,concluido
1464,47,2022-10-29,2024-06-14,,atrasado
1974,879,2021-04-12,2024-02-09,,pendente
1759,1126,2020-08-27,2024-02-19,2024-03-06,pendente
1060,1963,2020-04-22,2024-07-30,,pendente
752,771,2022-10-04,2024-06-09,,pendente
92,353,2020-05-21,2024-06-04,,concluido
1639,279,2022-09-13,2024-10-22,,concluido
353,1849,2021-01-21,2024-03-08,,atrasado
1928,290,2022-07-01,2024-03-09,2024-06-29,pendente
1875,56,2020-09-21,2024-08-30,2024-04-30,concluido
510,168,2021-12-17,2024-06-11,2023-11-24,atrasado
1853,722,2020-01-27,2024-10-31,,concluido
1600,4,2021-06-24,2024-09-04,2024-09-30,pendente
339,506,2022-11-28,2024-02-23,2024-04-29,atrasado
614,1539,2023-08-03,2024-06-17,,concluido
473,1463,2020-02-18,2024-03-06,2024-02-14,pendente
769,176,2020-02-16,2023-11-30,2024-01-23,pendente
1836,1996,2022-02-04,2024-07-31,2024-09-26,concluido
1875,1930,2022-01-24,2024-01-23,,pendente
469,460,2022-07-22,2024-06-15,2023-11-28,concluido
1085,1583,2022-06-18,2024-08-30,,pendente
1810,8,2020-12-27,2023-11-16,2023-11-12,atrasado
492,84,2020-11-19,2023-12-16,,atrasado
1203,776,2023-06-06,2024-06-25,,concluido
1202,1244,2022-06-08,2024-08-14,,concluido
1095,1776,2023-10-25,2024-03-23,,atrasado
1103,100,2020-04-29,2024-08-09,2024-06-02,concluido
460,651,2022-01-25,2024-04-14,,pendente
968,1470,2022-12-23,2024-02-11,2024-05-21,pendente
1804,338,2020-01-18,2024-01-10,,pendente
155,1413,2020-05-23,2024-10-15,2024-10-20,pendente
314,532,2021-05-02,2024-07-15,2024-06-08,pendente
1346,1198,2020-09-21,2023-11-19,2024-03-08,atrasado
287,888,2021-11-02,2023-11-28,2024-02-03,concluido
522,1708,2023-10-17,2024-02-06,2023-11-28,concluido
1024,1943,2022-09-19,2024-03-03,,concluido
1451,531,2023-07-30,2023-11-05,,concluido
1418,1748,2021-08-01,2024-07-28,,atrasado
1500,760,2022-08-10,2024-05-29,,concluido
44,460,2023-09-19,2024-07-15,,pendente
798,372,2021-12-02,2024-08-14,2024-03-16,atrasado
1973,1839,2022-03-04,2024-03-11,,pendente
1089,120,2021-10-20,2024-01-22,,atrasado
367,360,2022-11-12,2024-10-02,2023-12-04,pendente
1408,1917,2023-04-25,2024-01-28,2024-03-28,pendente
529,1610,2020-04-18,2024-05-13,2024-09-15,atrasado
1031,665,2020-10-04,2024-03-19,2024-06-16,pendente
893,1521,2022-11-05,2024-07-22,,pendente
696,1281,2023-05-07,2024-09-01,,concluido
553,469,2023-06-03,2024-06-05,,concluido
870,459,2021-01-28,2024-03-15,,atrasado
1958,1376,2020-06-12,2024-06-22,2024-05-21,pendente
1330,1601,2023-06-01,2024-03-14,2024-05-17,atrasado
278,515,2022-01-28,2024-02-02,2023-11-27,concluido
377,9,2020-11-01,2024-05-26,,concluido
1279,1791,2023-01-03,2023-11-02,,atrasado
1507,1021,2023-09-19,2023-11-14,,atrasado
1317,368,2022-11-30,2024-01-10,,atrasado
718,1897,2023-10-03,2024-09-19,,atrasado
361,1996,2021-03-24,2024-02-20,2024-07-02,pendente
1804,333,2020-09-07,2024-04-15,,pendente
1,1348,2023-02-25,2024-01-24,2024-01-24,concluido
1670,767,2022-01-09,2024-04-28,,concluido
177,1571,2021-11-30,2024-07-20,,concluido
381,239,2021-07-16,2024-10-04,,atrasado
1612,385,2020-04-29,2024-05-27,2024-04-02,pendente
618,200,2020-11-14,2024-10-23,2024-04-26,concluido
1371,1879,2022-07-05,2024-05-19,,concluido
1609,1211,2022-01-08,2024-01-21,2024-10-17,concluido
1295,28,2020-07-26,2024-06-03,,pendente
1681,1167,2020-02-17,2024-10-30,,concluido
265,79,2020-08-18,2024-05-31,2023-12-16,atrasado
1868,1630,2020-07-09,2024-08-25,2024-07-27,pendente
748,1765,2021-12-28,2024-04-07,2023-12-17,concluido
1574,1651,2023-10-01,2024-08-11,2024-02-15,atrasado
1109,502,2022-04-20,2024-09-23,,pendente
237,1408,2022-05-01,2024-09-22,2023-12-02,concluido
568,623,2020-03-10,2024-09-08,,atrasado
364,1677,2021-04-11,2024-09-26,2024-02-05,atrasado
1781,814,2023-06-24,2024-08-26,,pendente
201,1111,2020-05-04,2024-07-13,2024-10-27,concluido
238,1421,2021-07-23,2024-03-03,2024-02-18,atrasado
875,751,2021-06-15,2024-09-25,2024-02-04,pendente
1902,634,2020-12-15,2024-01-10,,concluido
726,147,2022-07-24,2024-07-12,,pendente
534,716,2020-08-27,2023-11-18,2024-01-28,concluido
424,1544,2020-04-10,2024-10-16,2024-02-04,pendente
471,1790,2023-08-01,2024-07-15,,concluido
276,1516,2022-04-23,2024-04-03,,pendente
1334,1029,2020-06-27,2024-01-19,,atrasado
147,1398,2021-04-17,2024-10-20,,pendente
957,75,2020-11-22,2024-03-03,2024-08-11,concluido
104,611,2022-11-14,2024-03-20,,concluido
20,561,2021-01-18,2023-11-26,2024-04-27,concluido
1394,1672,2020-10-01,2024-03-09,,atrasado
283,546,2020-11-03,2024-08-09,,concluido
1813,1059,2023-06-24,2024-09-13,,pendente
1689,1184,2021-02-22,2024-04-16,2024-10-25,concluido
262,1461,2020-03-01,2024-05-30,,atrasado
1642,1294,2020-11-10,2024-10-05,2024-07-30,concluido
581,522,2023-04-02,2024-08-12,2024-01-19,pendente
441,268,2020-12-15,2024-08-21,,concluido
1246,585,2020-04-22,2024-05-18,2024-04-29,pendente
1000,231,2021-02-21,2024-10-20,2024-10-04,pendente
58,1390,2020-03-10,2024-04-10,2024-08-01,concluido
1094,677,2021-06-12,2023-12-13,2024-10-18,atrasado
450,816,2021-05-30,2024-04-26,,pendente
1795,547,2021-10-26,2024-06-14,2024-01-01,pendente
1281,165,2020-06-30,2024-09-07,2024-04-14,atrasado
860,736,2021-09-23,2024-05-06,,concluido
1667,1723,2021-04-03,2024-04-14,2024-01-28,pendente
83,1324,2020-07-04,2024-04-18,,concluido
558,1676,2021-06-20,2024-10-08,2024-09-09,atrasado
1823,507,2020-02-06,2024-09-01,2024-06-27,atrasado
528,6,2022-08-30,2024-05-30,2024-07-11,concluido
115,1560,2020-05-15,2024-03-01,2024-05-04,pendente
147,380,2023-07-27,2024-08-15,,pendente
1666,156,2020-07-19,2024-05-13,2024-04-05,concluido
103,436,2022-07-27,2024-01-07,,pendente
1958,525,2023-08-05,2024-06-25,,concluido
523,686,2023-07-27,2023-11-16,,concluido
266,1311,2022-05-19,2023-12-28,,atrasado
815,1420,2022-02-03,2024-03-11,,atrasado
1639,1777,2022-04-16,2024-08-18,,pendente
1670,261,2023-03-01,2023-11-18,,pendente
1635,1040,2020-09-10,2024-03-02,,concluido
1794,1208,2021-10-08,2024-05-23,2024-06-17,concluido
319,1583,2023-08-08,2024-05-23,,atrasado
356,356,2022-11-25,2024-08-13,,pendente
1666,904,2020-01-24,2024-09-25,,atrasado
764,1411,2022-05-29,2023-12-01,,pendente
748,1027,2023-02-26,2024-06-17,,concluido
172,1316,2021-08-15,2024-08-30,,pendente
584,651,2023-01-05,2023-11-08,2024-05-03,atrasado
1394,121,2020-03-15,2024-03-12,,pendente
1907,1160,2023-09-18,2024-04-11,2024-01-01,pendente
996,1170,2021-09-26,2024-10-20,,pendente
1458,1618,2021-01-09,2024-05-25,2024-07-20,pendente
1297,519,2021-02-28,2024-09-08,,pendente
808,35,2020-06-16,2024-10-28,,concluido
113,294,2021-08-30,2024-08-20,,atrasado
1992,1541,2020-05-25,2024-07-10,2024-07-21,concluido
317,1925,2022-05-26,2024-08-18,2024-09-05,pendente
1101,1061,2023-09-06,2024-10-10,2024-08-22,atrasado
446,1015,2022-12-01,2024-08-22,2023-11-28,atrasado
979,1859,2021-10-24,2024-07-23,2024-08-13,atrasado
845,677,2021-02-28,2024-07-04,2023-11-09,atrasado
778,1410,2022-10-30,2024-03-30,,pendente
1983,1321,2020-01-24,2024-08-18,2024-08-09,atrasado
234,625,2023-10-14,2024-08-22,2024-09-03,concluido
293,265,2021-09-03,2024-05-22,,pendente
1795,1237,2021-04-23,2024-10-13,2024-02-07,concluido
255,125,2022-12-09,2024-02-05,2023-12-23,concluido
645,1965,2023-08-04,2024-04-19,2024-09-01,pendente
825,671,2023-01-21,2024-02-05,,concluido
1593,146,2023-09-05,2024-06-04,,concluido
875,1937,2022-08-23,2024-08-11,,atrasado
881,694,2020-12-23,2023-11-24,2024-06-13,atrasado
986,435,2022-03-25,2024-04-02,2024-03-27,pendente
728,1528,2020-01-29,2024-03-10,,atrasado
16,438,2021-11-28,2024-02-27,2024-05-27,atrasado
900,1353,2023-08-27,2023-11-22,,pendente
1038,977,2021-09-18,2023-12-09,,atrasado
1974,96,2022-08-08,2024-10-02,2024-10-31,pendente
851,1449,2020-01-06,2024-10-06,2024-06-21,concluido
1273,910,2021-10-05,2023-12-23,,atrasado
1979,1257,2022-02-09,2024-06-11,,concluido
1659,1240,2021-04-13,2023-11-09,,concluido
846,687,2020-11-09,2024-02-23,,atrasado
749,1007,2023-06-13,2024-05-31,2024-04-02,atrasado
1195,78,2022-10-08,2024-07-02,2024-07-16,pendente
324,209,2022-09-14,2024-02-15,2024-07-31,concluido
1873,663,2023-09-10,2024-03-06,,concluido
301,1381,2021-08-31,2024-05-05,2024-08-20,concluido
874,1424,2022-06-15,2024-06-24,,atrasado
1312,189,2023-05-25,2024-06-20,,concluido
522,1061,2021-10-17,2024-08-01,,concluido
884,1577,2021-09-03,2023-12-13,,atrasado
34,61,2021-10-06,2024-03-22,2024-08-10,pendente
136,1746,2020-12-17,2024-08-23,2024-02-03,concluido
947,300,2022-07-17,2024-05-20,,atrasado
1208,1255,2023-03-28,2024-03-18,,concluido
1612,1333,2023-02-05,2024-07-24,,pendente
1392,611,2020-01-16,2024-08-17,,pendente
78,1358,2022-01-16,2024-09-22,2024-03-04,concluido
1950,101,2021-11-16,2024-10-17,,pendente
356,458,2023-03-10,2024-04-20,2024-08-04,atrasado
684,1218,2020-11-09,2024-02-20,,atrasado
1616,1789,2023-04-15,2024-08-01,,pendente
1056,817,2021-10-27,2024-03-29,2024-01-04,atrasado
394,1488,2021-03-29,2024-02-22,,pendente
1314,586,2020-05-22,2023-12-01,2024-05-18,atrasado
1649,1064,2020-01-14,2024-09-13,2024-01-19,atrasado
65,1221,2021-09-11,2024-09-23,2024-05-07,pendente
407,1974,2023-05-14,2024-04-11,,pendente
258,1497,2021-09-18,2024-01-26,,pendente
