livro_id,autor_id
6028,1797
12041,3083
14565,4398
14583,3418
10414,3769
6462,4075
8466,3001
5194,180
9022,1912
11288,3711
13680,3035
2920,3653
7719,2182
11409,1141
4979,1154
1561,108
12047,3201
11940,3582
5203,2110
11437,3859
3871,2958
9732,4989
11854,2954
1512,3502
8894,2724
1117,1331
4045,1056
3232,1118
13896,2316
874,2163
14843,2794
3853,3490
14069,3035
13482,3291
14766,1010
10206,1638
1557,2874
3748,4335
4955,4017
9405,1993
5590,828
3522,2667
12374,967
7199,1269
9069,2430
7494,4259
8957,4063
163,4906
7163,4306
8159,2203
2010,1859
8485,3084
1364,250
11881,937
9076,4009
3915,1538
12226,2369
1712,1246
8668,3446
1899,2208
2787,1006
5383,2789
11204,2904
917,4750
8065,3592
10653,3892
1036,176
5820,4056
6979,2011
3651,3696
11304,54
13997,971
12432,4384
10741,3040
3003,1721
1024,4602
10164,975
4291,1390
12695,111
11624,3991
6023,1034
13207,4097
490,284
14489,3406
20,1843
8128,70
4997,3168
3858,1251
4110,4675
14659,2595
11032,2035
7045,165
9053,3752
5372,419
5325,2871
372,3333
760,1240
2395,556
10334,2179
3111,1183
2046,807
9202,4413
2630,4785
13440,669
5682,4763
9632,3934
7932,893
2720,336
8504,4375
7231,3081
14578,4862
11206,4919
10228,1486
14808,4870
7247,3977
7684,107
13932,2781
74,3236
3547,699
11743,2209
13489,1716
10811,1277
8795,1832
1646,3695
6865,1173
5151,2446
14605,2264
321,3526
4506,4497
792,2086
7195,358
11823,3576
14716,2551
5972,4240
12239,4557
6515,4502
3627,349
13496,2140
8104,1039
9226,614
1924,4299
3478,2478
11676,4773
7294,3140
4323,1796
10016,4924
73,49
11077,3859
12144,451
14472,1177
13264,1035
5060,4736
13815,272
7782,4292
14371,1310
14327,945
1229,343
13181,4546
9300,1942
14493,2716
971,2406
4364,4409
9335,3246
6793,3691
4150,2427
5040,4607
13132,1039
7636,2158
12705,2531
14896,3962
4346,2945
10761,2261
10047,1283
4107,1389
12486,3471
7153,609
12864,3798
7085,95
13597,2044
2220,674
4600,2743
2294,2008
2287,3942
14317,3195
9324,3939
14988,4859
5375,3598
11845,638
5909,4212
306,1088
4369,868
7871,309
14951,4422
3188,826
7301,2138
1429,66
11932,178
7411,2567
678,1706
11194,3878
6775,2093
2215,4452
8831,4238
5465,2332
13957,798
13503,3137
5094,2716
12472,982
3623,3422
3496,1661
8536,2682
8635,2666
14114,2444
990,2870
802,2307
14754,1829
14299,1610
5957,3843
14888,826
2265,3611
2087,1246
5069,3573
661,2834
7470,123
10239,2571
1269,4266
9016,2959
1337,2001
1980,4695
12265,594
3746,4781
13473,1907
8429,4956
11348,1433
13167,2525
1551,3966
11872,83
6215,4529
9095,2306
12588,3853
4811,795
11678,3241
24,157
4485,2068
6101,4456
316,3997
9390,4207
10048,72
3875,4386
7689,2178
11879,1060
8417,2057
2274,4637
9707,4979
3767,2991
10002,3785
12667,1408
669,4394
3440,1960
13772,4063
1917,3387
14467,1150
9214,2211
7073,1356
1317,905
4963,2653
12646,4412
13807,2712
7491,3860
1859,647
10490,1676
10417,1664
9878,127
8375,1138
13918,1425
4874,2736
9923,4064
10790,4427
9321,2995
6273,48
11010,3033
11187,4253
3084,3997
6866,4163
9475,331
681,3041
2681,3788
194,2803
4054,1728
13255,1276
3208,3203
13561,1014
3666,4470
6539,1563
163,1316
8976,2497
7389,4964
5980,741
7793,2349
2244,2478
1170,3768
708,4473
11363,2898
6156,2844
13244,3275
9860,3593
14772,1238
3776,2155
13449,4845
14318,4404
14445,2743
8981,2825
8782,2052
11546,2956
10284,1783
11122,1882
1118,4412
7038,3808
7526,1592
4734,1302
14157,3541
14677,3078
12640,2499
825,4419
13951,299
353,1072
1865,3548
5047,4946
6834,1365
8551,4957
7308,2700
12237,4583
13291,2772
2195,4120
4061,2905
12610,3650
2550,781
9566,4672
2197,1562
4072,2992
11737,2459
6175,4694
4426,488
14379,3796
6752,3141
11015,4383
11965,4501
4393,481
4250,688
7479,1746
10715,3604
5513,4349
7518,2835
9987,1419
14645,4225
10756,1724
10594,4867
3757,1484
9162,4724
5966,1951
3042,1414
13671,97
5428,3864
2693,1251
7417,917
4208,4238
11521,3431
13516,4783
2251,2974
7759,4890
1431,4421
1771,2104
13447,2558
13316,4547
13419,2541
9233,4502
3446,5
11889,2916
7991,4215
10746,267
5618,585
2098,1522
8670,2773
14369,4734
4654,3091
3102,2421
8391,1370
4449,1504
10480,1076
11780,2500
422,1084
5247,1913
10577,2608
9359,1409
10887,2296
8988,2173
7527,1193
14403,1701
13101,1494
7982,4667
10769,3074
8614,1234
8262,178
745,2870
3822,3410
8337,2116
14664,4043
2178,2857
2009,4199
4768,3661
960,4925
562,1010
5760,640
11909,4730
5285,125
3500,3528
10410,4753
1970,2310
10666,4325
199,3636
4467,4601
12907,4243
11961,4151
9483,1129
12410,582
4537,4215
14488,341
1664,3832
7893,3835
666,316
4216,4234
10257,594
6832,1643
10396,1780
4327,2655
13508,3777
3045,2344
1147,4925
10395,2597
9301,2365
13250,4412
1513,1964
13116,1071
10917,1632
3783,4492
10504,4431
2203,3713
2641,315
9174,2444
10082,3968
14105,270
1581,2621
14310,2186
10734,1832
2590,3169
6464,1066
7580,576
12455,297
8148,3802
7689,4177
4852,1647
1389,4090
14287,706
2658,4960
977,1310
9272,2416
13374,432
1456,4542
2501,4932
678,1601
4350,4559
4173,150
5915,4914
3208,105
2782,4689
13637,2360
12847,3123
8594,1977
8972,4922
4702,2539
9040,2133
9936,1798
3736,1063
8135,2702
2427,2758
1301,4990
5414,1920
11464,2886
4468,3344
4531,3119
2803,3324
14729,4826
7943,3416
9696,4760
12842,1933
12544,493
2310,4714
9812,102
9817,1219
2460,4948
3008,798
10540,718
10030,1833
1191,4252
13548,2048
185,1620
13569,4156
11296,1174
5610,370
7084,2602
6634,376
5492,3889
2184,2438
5210,1080
4637,142
27,3880
14843,242
3297,2045
7172,4407
3267,3808
10249,3605
12439,427
243,3609
6500,1536
7047,4588
8333,21
252,3342
5331,4643
3379,3589
9717,2979
11432,131
13782,3073
11124,2808
762,2807
11236,3217
9654,3389
13718,4715
11110,4303
9486,1086
26,2087
4952,3493
14597,2794
3931,3230
12110,24
4443,3456
4974,4654
8847,2712
586,2779
11769,1030
14850,1653
8931,1700
12082,1726
468,3412
2962,4644
14135,966
9259,485
6503,4593
253,4318
2332,2206
8264,1733
6119,1086
958,3378
5159,4882
5978,2097
4246,351
3540,4678
5019,4692
3728,3788
6926,4078
9334,4396
14426,4762
3526,3796
3344,3148
12550,4767
1572,1205
13831,3501
8633,1913
4231,2910
14722,1891
3262,1793
6977,3489
5781,4785
1691,4173
1410,2651
1716,767
5247,2555
5722,4960
4008,453
12780,4989
12753,1383
12993,443
13558,3655
968,2220
5464,678
9980,1102
9002,1159
138,3756
11423,1047
13085,4252
10093,2893
4997,958
3420,168
11322,37
6551,4948
11589,3091
14721,759
3336,695
11092,3845
4275,2686
12578,1451
14658,1745
8128,3570
14931,2062
11953,1257
2735,4562
6306,3012
969,1983
10414,2383
7780,561
9650,3451
8125,836
11550,2741
14565,2267
8310,4540
4709,1090
13583,4680
6517,2349
3996,4344
5374,4850
14211,4614
4920,627
12028,4092
14791,2808
3424,313
5147,1015
11815,4710
11072,3442
2649,2492
8553,4580
4231,3500
7029,2480
13085,2272
3102,3962
9871,1767
6126,201
3066,4521
1920,426
4795,1258
1385,4443
7802,4352
568,3427
7041,3946
14566,11
4980,2215
12354,1645
1164,2676
630,3150
10394,3978
10270,268
12594,4616
12109,132
6384,4237
1473,3597
12668,1813
2622,1860
3958,4103
14242,3128
3134,2118
3722,2968
4860,2483
10922,936
5156,4474
7388,3336
13275,3852
12911,2365
10702,4740
2074,2002
7079,3481
162,867
6344,1918
9800,265
2945,363
3012,1249
3108,2477
13633,4286
8249,2084
5024,1158
4894,4004
9086,3278
8937,4988
586,2700
10025,3845
8330,3966
13434,2596
8954,1898
13239,2538
7773,3994
8513,3446
3103,4188
6647,1153
1135,4471
5688,2842
14106,2434
9035,4479
9727,331
5609,2675
1925,735
10868,2066
12060,4162
5491,2493
4398,1631
10601,802
2117,824
9267,3858
8363,3781
14178,1706
2205,2893
1167,4104
10378,108
9590,3021
10476,2631
13567,4048
1621,3323
1340,3873
14208,151
6531,272
7749,3698
7965,1343
13737,2830
6321,179
7737,3908
5954,3528
5646,1880
10305,214
7317,395
8487,1323
3719,795
3120,71
14666,531
11835,1760
10896,2183
6254,3422
3516,1792
7996,4995
20,4861
12016,4606
8301,2217
3130,54
1661,1518
4252,4157
11777,1465
11294,412
4114,4418
5251,60
9671,4062
2375,1467
7097,552
3999,1979
12384,1507
6436,733
14713,2442
7014,3628
605,1949
13383,844
4811,2602
5400,527
6228,3687
3457,1132
7998,2498
894,4806
11714,13
13067,4736
7945,2563
2260,857
2972,791
10000,409
999,2348
5686,1519
1845,4011
2205,2585
5888,1973
706,20
9237,4055
10956,532
3772,1036
10719,3485
10459,1327
7438,3924
4806,2015
8499,1262
3741,1687
13967,3856
7776,350
6769,3639
11989,4389
3170,3863
6212,4037
9432,4853
2152,1473
9538,1510
10676,750
9834,665
7520,4834
7982,4364
58,4204
4361,1547
12860,1951
9895,3538
290,383
5020,963
5215,4371
11758,3105
1064,3362
7902,3658
14957,3195
1127,3392
14508,839
404,3971
12856,4566
5554,4431
13783,1189
409,1334
7781,586
9536,3928
1060,566
12472,2367
6422,602
4022,221
12616,3042
14045,3845
7033,1247
10470,2352
13304,4876
9632,1457
2402,2562
13553,529
11777,4078
12004,1812
5563,1388
3862,1302
10459,1082
10913,3399
10,4842
333,3774
12986,3565
14348,1732
13131,325
4464,3877
10929,4112
7564,3490
1119,2828
14979,595
947,1339
5973,4029
12336,338
967,4509
13416,1146
5396,4157
3028,4173
8978,1549
5577,4832
2638,2455
5068,4323
10003,4377
2385,4941
2766,567
12754,2934
8148,3139
14353,3807
11018,4586
13491,4137
12052,4240
13612,52
6173,4099
5589,2336
243,89
1021,2193
12852,4292
1133,1438
6868,2532
6649,1080
6141,1355
11039,4257
14499,435
9154,430
449,4998
3431,1323
12730,1278
12042,4956
2589,1381
12807,2846
7843,10
11137,4170
4600,2898
2929,3071
660,1899
43,4365
1733,2743
3132,1469
8532,1353
12963,3919
13108,1171
8869,4303
6653,531
933,2293
4905,181
1636,869
3931,835
632,2378
8327,4526
7996,2197
3867,2476
4162,2402
4375,752
2626,2679
4823,2198
5118,3084
14309,2694
5883,4935
10924,1273
2293,4251
5450,3334
5992,1586
10071,4259
13870,3881
8202,4204
3052,4532
11365,4012
13880,289
3943,386
9599,714
8451,2807
4310,1597
2946,1362
2678,2089
14097,2289
8064,4821
12568,4271
10040,3896
13533,4138
2232,1516
7098,4168
5265,4956
1673,2828
14597,4354
11553,2292
14705,4739
11404,3273
643,3377
8927,3861
13483,2933
14876,1546
9669,2094
14590,1341
3654,4875
4007,3529
3486,1136
1217,1538
4968,4329
10998,1624
8146,1788
2381,4474
24,3833
12349,1575
2519,87
6005,1534
7762,3714
3882,1093
2534,2750
10125,126
13007,1486
12021,1612
10819,4352
9278,4159
9784,3578
1411,1197
14348,113
2777,3149
10396,802
9887,3177
2204,4090
7235,4148
12717,2741
14761,2020
6031,2606
8992,4870
7931,4701
2392,4682
13504,2694
8587,4959
14084,305
13342,576
9791,396
9356,321
11988,4777
8753,885
10904,2398
9810,2498
6083,2600
9735,1353
10393,3911
14379,2130
839,385
61,3307
13799,1708
1232,1967
10492,4725
3714,4409
14233,745
7538,235
7806,3899
11631,1797
10833,1854
8073,812
1063,2604
5577,4398
14607,981
4164,667
6502,4195
8438,4767
6692,4921
181,3776
3286,939
4293,1188
3304,2731
9322,4843
12220,2921
7522,4114
8432,1282
12546,1114
11497,2324
11967,2446
9141,1835
11233,2946
775,4252
3623,1539
9364,2220
12702,4601
12899,3471
4904,3890
8869,4986
2780,1878
9392,3038
2750,4627
2580,1204
7932,4050
1051,1665
1577,4302
13931,4954
14415,1813
6743,3211
2425,1217
521,3244
9371,716
2521,3687
2838,4934
8146,1370
13454,440
475,4462
10362,729
2224,372
10773,1287
8519,1354
14130,3525
8505,3044
12588,3045
13167,1163
13373,2281
8316,3546
1322,4047
12236,2470
5782,2343
10412,2215
11620,286
4923,1814
4466,154
9681,4823
9131,4371
4373,538
1898,204
12249,2564
13298,1378
10773,1455
11324,3689
4680,1730
4671,446
11895,4081
5817,4149
8346,2574
5934,2011
608,1763
6945,3985
7854,4443
14506,1691
3534,2260
13046,4973
3964,58
11053,4109
9864,1241
6937,4935
3883,1106
10243,1639
2782,147
3275,4572
10342,329
8926,438
4425,1302
6397,3972
2644,4406
10052,1435
724,1019
5265,1992
2098,1157
1465,1610
6152,205
6316,2338
11854,785
4289,1880
7690,3624
1516,4434
315,59
9853,3857
13585,2668
9020,160
3564,4962
640,824
12662,944
3765,3757
4427,165
10992,4473
758,127
14148,2822
928,1970
3011,4253
13226,2372
3055,2511
6181,2533
6620,4312
902,4307
12375,3641
10930,1088
10554,4055
3627,2425
11829,3847
8295,4127
9587,572
14445,3523
5765,4201
8972,4161
3620,2359
6501,1007
4313,3539
3806,3045
2485,3198
4085,2092
2831,534
1865,4155
9096,1129
13425,3609
1610,772
8968,2171
13602,4458
3195,1079
7334,4049
10865,125
7566,2556
6288,2847
8742,3546
12616,4908
7574,4365
2113,48
8238,1747
10807,3963
5929,4988
5167,1730
4218,3562
8736,1662
1885,1253
723,4744
10941,2142
12389,4139
6615,2897
7075,267
3187,347
1929,927
12602,3515
1744,4973
2498,1760
6713,3259
288,3340
8256,3985
3364,1549
2356,250
9547,2164
8044,37
1272,398
6741,4258
7194,2016
635,399
212,2663
7423,337
12648,1403
10817,3941
969,2871
8767,1842
3519,1101
1321,4049
5594,806
7377,4122
2356,3129
5037,3813
11257,612
8254,3323
8207,2589
964,1400
8405,56
14359,2257
9119,4676
7969,1594
6937,4762
13956,2210
8777,2344
8340,2161
13882,3282
8435,4514
14616,3711
13557,579
6560,3170
12990,2774
1565,2732
14803,4857
10806,1386
6013,2625
12442,563
8154,1748
2585,4349
8384,55
916,282
2679,3744
686,2717
13991,1552
3847,591
13727,2098
586,2402
12662,2088
6118,4899
189,4349
10275,4188
3453,760
3580,427
8169,1960
4370,4901
6668,1605
12276,4160
12352,2410
4289,511
3511,1896
6509,291
2764,3637
9993,3734
1664,3794
4552,1278
11099,3427
5995,4657
7710,4817
14004,3421
1900,27
5925,4617
6648,3209
14052,3610
12280,2345
4761,2098
3709,2016
5080,2786
2516,941
7087,2366
2391,1550
5701,3157
1133,2477
14452,4474
5527,4836
8255,4222
9565,1158
9492,1331
7407,2194
12361,1605
8201,1057
9957,2004
7538,2332
14542,2736
10090,4396
4979,4098
5637,127
10275,1871
7621,2728
11905,1194
1825,2452
6263,2129
3403,3815
7386,1692
1935,483
2899,695
10144,1907
307,4807
13217,1367
3663,2569
11741,1845
4206,1128
5508,303
14357,594
161,1512
14345,1238
12093,3871
1691,653
9106,1699
13764,2213
564,2077
13788,1207
8660,2470
14535,3853
265,4395
3326,3935
4821,355
5012,1937
14168,1279
7578,3471
2741,3648
2524,3149
4310,2903
13123,2385
3910,1896
7706,426
13021,59
13840,3042
12892,658
6061,4696
11629,4641
10895,4860
3687,1378
13813,4630
1277,1361
5987,1635
12746,462
6496,3629
3247,2584
452,2890
7533,2236
8280,3807
14546,978
5263,303
622,3311
5929,1991
14564,4781
5992,4995
10204,34
13136,1750
4420,4170
12584,3816
5521,1135
6311,2027
655,1802
766,623
3366,772
9153,4860
2592,113
3452,4169
7059,3388
11155,368
1591,1884
7114,3307
1010,4874
4642,2891
7727,3075
3000,4913
1421,4415
8662,1176
9521,4870
2403,251
213,4639
11695,509
2813,2532
14172,2783
8563,4976
128,526
12177,1735
10942,751
1073,3339
14122,4305
9649,4731
9286,4207
13181,978
7833,1234
3768,2502
9758,3196
12865,2280
7280,264
10104,4298
12773,1093
266,4646
12746,393
12490,4011
9104,4458
6716,2527
6229,1120
6012,4328
9352,4989
3034,2508
9896,464
12338,1308
1279,491
11079,1610
2850,1985
6233,4240
3768,4318
3923,3847
4232,4169
11887,372
9271,4275
6874,3948
12995,3133
4841,91
7478,668
9662,3530
1007,4622
1906,3413
6848,2875
10348,4120
13676,4477
9553,405
11282,3406
13232,4385
14358,2738
7877,1484
10120,4681
4502,1681
3898,3318
11440,2847
14781,280
7104,4728
11085,2776
6055,4521
3231,2836
7830,2881
14266,3346
3857,4749
884,3420
5890,2827
10072,1771
11673,784
11389,2045
11401,3411
14843,894
12695,3097
2268,4759
12482,1979
7618,1972
5494,2452
11065,3003
11355,4320
14283,246
8793,1403
6581,1754
1556,4622
10268,896
8144,1964
10871,2483
8178,3909
14976,4926
9425,3672
4518,1867
13922,1751
6071,1714
2174,3238
8161,4215
7682,3579
8139,4526
9891,1748
702,1192
4246,480
13026,2679
4014,2936
3148,2187
10471,4308
1061,658
5101,1747
3239,963
2061,3389
5450,1149
9294,1013
3242,3690
6646,592
14697,894
13470,1646
7836,4989
1061,2934
5233,3081
3539,2470
7927,3342
11543,1596
14986,1264
10958,3806
2482,4598
261,123
7721,2150
5522,577
11128,119
13576,4056
2811,414
12110,3979
3103,2214
2490,197
5204,623
4276,2552
14473,4650
2270,4752
4258,3115
9001,2560
8008,2887
11129,904
2863,858
5948,1558
13329,3922
12756,2598
13634,2158
6828,4220
2635,2802
2264,4434
8352,4725
4452,2128
11603,2110
2915,3483
10790,831
5429,1974
9923,2965
12114,1590
10326,960
1906,410
249,4634
10701,4892
4012,4557
899,3792
12253,4269
10629,3657
6125,2675
9686,2258
1095,720
4962,1279
4133,967
7151,1368
12792,76
8800,1315
5480,4250
14469,2730
3800,2078
4163,464
11316,2654
12640,1129
13493,2817
4849,966
712,2236
901,992
806,2889
1055,1588
1893,1515
10016,1245
3470,957
14267,675
9175,965
9530,1696
7822,3523
7599,4489
14604,4781
6540,3878
9254,4468
3627,4100
9132,2633
7632,1358
2817,3897
2587,1857
4140,3190
6288,876
9744,2618
13039,4066
841,46
2384,3144
8603,3990
2498,537
9411,1599
1408,447
4282,2152
8882,1657
5681,4573
6509,2539
4181,1792
4862,3624
11952,2097
13442,688
8864,3655
5533,1886
8301,2520
2100,2825
12711,562
14100,2574
1988,3796
14260,2370
3682,1668
1965,981
10544,1091
6246,2586
3314,3676
12393,2529
5850,1434
8218,2103
4374,4133
8984,4110
382,2515
8351,3326
11332,2428
14201,1272
5787,2304
14124,1668
2734,3953
1150,4463
1540,80
4366,1420
1436,4547
9545,1194
7650,216
8039,4574
6016,2556
6232,4923
5306,3841
8249,2119
14477,1231
4196,3290
451,3370
1054,1273
7863,163
2661,4907
1477,3840
1873,910
2666,1483
11647,3187
2603,1007
140,1898
2122,2454
3815,2120
13269,2083
3423,4415
13224,3169
14444,3922
8726,1617
10299,278
9591,4428
12018,1718
7885,3604
3105,1511
14659,3594
11254,1233
8520,2772
4696,494
1348,4969
3116,2072
6885,763
8965,1662
14901,1485
12088,2073
10186,292
8793,59
1450,2418
12459,2247
14609,4552
296,2058
11452,1934
4674,3505
13229,780
14230,2258
1223,1077
2403,1704
10661,2161
7676,1857
3354,1593
4155,4033
13844,3399
9310,1901
6916,1148
14422,146
5447,2858
2290,4820
8013,3686
2109,3886
4908,805
2281,3456
12292,4829
6329,890
763,4920
13891,1735
13020,4180
3229,11
7733,4481
6756,3833
10278,2303
9082,465
2384,3097
2327,2202
209,944
5901,2977
9738,134
13718,4378
5662,396
13117,2807
11394,1328
2304,1848
1447,2618
4940,2656
8309,3479
3296,1022
13048,3935
5295,3631
5447,2825
6971,4489
12001,4406
14610,2211
9302,4099
14280,2452
9816,4059
1510,619
11658,1862
8866,736
7031,1282
11805,4620
9037,1013
3028,4766
14879,449
2064,2060
14023,2143
3963,1188
9125,2901
7548,2367
10985,335
14539,530
10831,3476
8150,4448
10180,2716
13985,4438
3607,2732
7342,295
995,4451
6022,733
4315,1335
12540,2334
2831,2367
4612,1355
5517,145
450,2805
5438,4183
12319,3139
14863,1464
13100,1010
4029,2570
5294,4450
1174,1346
3651,2520
5042,1650
6175,2540
3644,901
3961,3007
540,2888
11500,457
1592,4450
13236,421
7438,8
13078,1515
8378,2817
910,4333
12003,2722
3281,3465
579,97
9894,3548
13269,418
8509,4083
14296,2585
7819,674
5008,4977
6428,2199
14714,1042
14427,2090
14686,3003
3275,4902
46,118
5810,4075
12322,1450
7098,4585
6187,2782
12951,3272
12704,3252
4645,1191
10212,3553
5253,4724
9234,1883
8262,1914
7707,2509
12166,4680
3859,523
5069,4934
10956,2358
3602,1794
10502,2792
5201,4809
7622,3933
13290,1768
3760,4151
8112,511
7141,2155
11477,4698
3105,462
5208,2715
5890,4897
10751,1890
9107,1080
4024,1077
4565,1922
1422,3913
14784,4519
4376,864
14076,119
3921,3247
316,3531
13577,2722
10129,3588
5318,1254
14823,428
7055,3841
13233,4949
13967,633
8795,169
8418,4444
2261,2070
14797,3251
4309,3196
2378,2907
3019,4235
3968,3895
2923,3798
12085,1673
3022,1304
9398,2913
7249,4748
8290,4698
4840,376
11912,4354
7122,2605
14487,716
12887,3125
5362,4713
13483,4765
12785,4213
8778,1286
5604,2713
13017,3871
9227,3967
1038,3043
3798,1837
6655,2304
6644,2439
14481,1327
13139,380
12460,1559
8735,399
3566,2222
7518,53
6527,187
6750,4719
9627,2947
1229,149
9476,4545
9575,4932
12063,2409
7165,1739
14998,2182
12506,3915
8596,3350
1662,788
5466,161
14058,3061
2960,4553
2722,3372
4128,1689
10048,743
8696,4486
13773,857
7706,2366
406,1414
10368,1629
4028,3725
12874,3311
7920,1174
11573,1090
12672,4753
8049,790
12265,114
14114,4197
14608,817
4442,2149
1514,4605
5456,1731
5087,2767
6592,2798
12519,3950
8774,1075
14326,3539
1351,1364
6765,1109
4045,2932
11038,3765
3322,2390
5849,4219
9187,3625
2771,2763
1553,4253
7729,1000
1317,3508
13245,4599
10866,3728
12720,65
4325,3617
7244,1361
14371,3349
2636,2331
5918,180
6901,4760
11886,1514
12744,2710
12873,2821
8479,2545
7239,2397
2622,3098
9525,206
11379,571
14356,4318
626,608
6790,1907
4784,1689
1560,1241
10186,4971
7742,1443
3473,2212
5615,1847
5926,2859
12240,4752
12874,1896
7917,4190
8709,1071
4412,37
13793,3492
12964,4026
4014,4124
11933,1980
5336,3160
3213,3538
5807,3972
6027,2170
3837,1687
12104,3122
4581,621
4588,2451
9492,1058
14995,4635
10021,2988
270,3254
1595,2728
12201,4854
14259,373
14206,3488
1442,3333
5726,549
13194,3630
10499,4376
3773,1134
7314,2240
9145,1111
4183,308
10843,1849
12002,1606
6583,3755
12962,660
6468,2437
2834,2839
3878,281
13656,409
14626,4737
6875,2290
12995,2328
13353,2706
5232,1711
8846,4163
10559,2175
5158,4501
10800,1609
10295,2562
6085,2930
1801,1915
8532,4734
6740,3574
7227,2351
14661,3202
6224,930
3219,1221
6134,4484
7225,1918
7149,356
10625,892
11775,908
5737,2724
4387,2614
14977,1245
6633,2040
3878,393
5749,3889
5574,2006
9172,1804
7541,4006
14695,4091
13688,1393
8059,1332
11315,1673
9255,242
10074,1451
1024,99
3878,4522
4331,3353
10982,466
10373,3515
8554,411
381,732
14908,3319
9695,3265
11946,4089
1923,3569
14087,3399
3102,4479
1574,2686
5262,4194
3317,802
12378,4517
13633,2176
2549,405
400,553
8881,553
14732,3121
11548,4864
2605,3457
7832,2724
7526,4077
13996,1615
8309,316
6329,2641
678,956
4648,4053
2634,2820
5122,256
859,3107
3723,4256
4584,1339
11133,444
4616,2091
11924,4605
11951,2063
2067,2132
10661,3149
11937,1640
737,2878
4097,3315
5226,4470
2199,2101
7384,4568
7417,1365
2251,3999
2088,2348
12171,4102
2500,3830
1184,3496
11673,3361
11266,1908
9165,2124
9331,3052
10795,2819
7081,4367
9737,611
3413,3396
12924,4127
2436,4740
7900,4809
822,3063
4204,454
7959,1158
997,442
9884,23
7802,613
13987,3463
4039,3377
10087,4763
5519,1378
8846,2036
5320,1294
12880,2893
9272,4561
9910,4979
766,2293
14216,2267
7889,345
5351,5000
2111,3590
3285,4373
11463,4645
14764,4451
7012,200
3583,4893
1012,1131
4069,3210
948,4072
13975,1512
14215,4305
14741,2738
364,4393
7045,4877
9038,1315
14012,3124
10015,1642
12033,2702
6794,4784
14175,3307
3965,3597
9957,4238
3228,2705
10644,4880
1663,4572
1511,797
9517,2588
4392,2420
6751,2830
5781,230
7602,1570
9834,319
5223,4962
8523,3481
13685,2617
4003,796
14092,674
94,2705
9736,2289
12003,776
10476,3498
11880,2980
7606,2761
12043,731
3758,1007
8236,1090
6662,4212
5104,3915
5564,3444
12110,3769
4392,1049
891,4032
10911,145
10420,1755
13368,484
1336,1623
4437,411
2114,1072
7789,2355
2626,1191
5862,1417
910,1721
2135,1773
6846,3157
3619,319
6792,349
11818,3806
5052,1025
5271,1692
12263,2533
8633,1130
9221,206
487,3308
3438,4512
714,4040
10053,843
2448,3771
8835,353
4429,2490
60,4898
11872,3148
6238,2656
12434,2412
10455,1970
14096,2828
10439,368
2286,3
13471,764
105,1878
10640,3432
12845,3022
1936,238
13079,925
4058,1416
1885,658
10224,4513
13290,4029
6636,2010
6949,3400
8024,1638
9698,1332
12942,2983
4797,219
14206,3994
4819,2577
12500,2603
8081,4233
4675,2087
9189,2743
1969,2072
996,4945
6685,1729
8347,1608
8486,1219
6431,700
6519,4218
10559,3481
9137,2134
14016,1550
9227,3817
13469,4473
276,3627
9712,1428
13256,503
10240,1732
247,3205
10141,3098
14931,1829
5056,3690
8949,1894
6614,2189
4046,1542
772,3803
6760,1205
4802,3451
13233,2727
11553,1767
9634,1712
14132,2779
10378,5000
9114,3908
12497,1957
2727,2994
6155,804
1470,2189
5397,4049
5366,2889
7302,4001
14050,3854
8930,3955
10477,2175
883,3501
12325,2770
9084,3980
6433,3531
6053,1648
13731,1623
12860,3945
915,4840
5953,4349
3083,833
11887,1204
9490,2448
506,345
9907,2189
4924,387
3032,984
1019,855
14701,402
7756,1978
3322,1710
10193,313
5580,4995
14918,457
9188,348
1791,116
3565,1892
3847,2540
6983,1522
13097,4775
9129,4547
9707,1315
14427,4202
9765,3820
4507,2218
1735,4785
5468,546
5103,3994
5675,2443
1649,669
1034,1069
2922,1546
7243,462
14808,474
3641,1542
2753,212
1197,648
2507,2374
11098,4293
719,1674
2073,70
10428,4410
11065,2560
13866,406
12299,3859
6511,648
13059,3649
2168,2897
10619,2684
12978,2865
14380,1296
36,585
54,4280
2404,2540
6594,4190
12925,4767
8833,3116
3164,2389
14299,4939
14387,4427
11354,3795
5825,4065
14058,4983
11452,423
650,1204
10628,4588
5367,2346
11094,1307
13526,807
3771,4385
7113,2129
11747,1212
7340,4007
13518,2814
419,566
8903,1307
13096,4274
7587,3156
1635,2305
2924,1672
9953,2924
12440,2937
6559,1881
5549,2678
7486,4736
14547,2137
9069,1420
318,1138
14733,2724
8005,432
12406,1029
10695,205
13406,1091
12964,553
5836,3097
9555,4153
11186,3443
1505,2301
9254,4902
9876,4689
444,3689
10255,1765
12800,3890
13643,4485
7145,1887
1222,3017
11294,3798
7110,1498
7927,4337
2419,1196
10405,2216
12987,2293
1434,3589
13391,1836
8483,3323
3114,1064
818,2088
13799,678
11281,475
1105,3030
4009,4820
3004,154
2494,1464
14536,1355
6542,4395
12133,669
1473,4771
4260,1031
4518,3936
5552,1945
9324,2609
8269,3785
12163,4115
8217,3529
7764,3592
12723,4352
6688,4630
5376,3718
9904,3515
11348,1716
13349,1325
4622,238
12938,2279
13821,1939
4088,2999
13448,4513
5897,1588
5937,3889
5387,3024
9901,3109
7992,1318
12221,191
13269,698
14019,1081
11247,1292
11252,549
9485,4441
16,879
7114,905
13970,1907
12761,3967
12972,2247
11146,1527
